objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age
3.11059,HD 111232 b,HD 111232,1169.13202,2.148,0.214,12.6,2531.50326176,6.95,,,5512.0,-0.161,0.96,0.9,-0.36,4.45,5.2
3.3088,Kepler-215 c,Kepler-215,14.667108,0.113,0.0,1.77,3.78,3.75,675.0,57.694,5739.0,-0.1172,0.788,1.027,-0.4425,4.364,1.62
3.14924,TOI-2169 A b,TOI-2169 A,8.2148282,0.0896,0.045,12.50922246,329.58805806,0.92,1364.0,577.0,6270.0,0.66558,1.42,1.82,0.123,4.069,2.51
3.111,HD 136418 b,HD 136418,464.29999,1.29,0.25,13.3,680.1562,1.59,,,4989.0,0.83251,1.48,3.78,-0.11,3.45,4.0
3.1104,Kepler-763 d,Kepler-763,6.50327035,0.0634,0.0,1.67,3.43,4.05,804.0,98.81,4999.0,-0.3339,0.8,0.843,0.18,4.49,2.1
3.9131,K2-268 c,K2-268,9.327527,0.0819,,2.69,7.7,2.17,696.0,,5106.0,-0.42942,0.84,0.78,0.03,4.58,
3.12103,HATS-50 b,HATS-50,3.8297015,0.05046,0.516,12.66617,123.9537,0.33,1275.39,625.3023,5990.0,0.14301,1.168,1.117,,4.411,1.2
3.5028,Kepler-1485 b,Kepler-1485,19.9157725,0.14732,0.0,1.47,2.76,4.77,728.0,85.176,6087.0,0.28006,1.11,1.12,0.02,4.39,2.51
3.11646,Kepler-407 c,Kepler-407,3000.0,3.27090369,0.221479,12.3,4000.0,11.8,,,5476.0,-0.03934,1.0,1.01,0.33,4.426,7.47
3.2298,Kepler-1134 b,Kepler-1134,17.13263989,0.1242,0.0,2.64,7.46,2.23,611.0,29.864,5281.0,-0.39721,0.84,0.81,-0.1,4.56,4.9
3.17019,TOI-4308 b,TOI-4308,9.151201,,,2.4189,6.43,2.5,763.05,55.3616,5243.0,-0.36795,0.9,0.7934,,4.593,
3.11147,HD 16417 b,HD 16417,17.24,0.14,0.2,5.0,22.1,0.972,,,5841.0,0.44317,1.2,1.639984,0.06,4.16,7.0
3.342,Kepler-142 b,Kepler-142,2.024152,0.032,0.0,1.99,4.62,3.22,1597.0,1247.908,5790.0,0.10706,0.978,1.269,0.05,4.262,7.59
3.685,Kepler-1989 b,Kepler-1989,10.161023528,0.0918,0.0,4.62,19.3,1.08,904.0,157.97,6032.0,0.27935,0.999,1.06,-0.14,4.387,
3.12358,EPIC 201754305 d,K2-16,2.71578,,,1.03,1.08,5.43,,,4761.0,-0.76082,0.67,0.544,-0.33,4.629,
3.12262,HD 18015 b,HD 18015,2278.0,3.87,0.148,13.1,1048.8337431,2.56,,,5603.0,0.9738,1.49,3.13,-0.14,3.64,
3.643,Kepler-211 c,Kepler-211,6.04045,0.062,0.0,1.29,18.3,46.8,841.0,95.436,5123.0,-0.4133,0.867,0.816,0.151,4.547,1.55
3.18695,TOI-1288 c,TOI-1288,416.0,1.07,0.0,11.1,85.7,0.344,,,5388.0,-0.1549,0.9552,0.9583,0.257,4.453,6.5
3.14611,TOI-1798.02,TOI-1798,0.437811822,0.010789,0.0,1.464,5.6,11.17,1935.83,3345.44,5165.0,-0.41567,0.87,0.78,0.073,4.572,2.6
3.7,Kepler-103 b,Kepler-103,15.9653287,0.133,0.171,3.4857,11.67,1.52,973.0,150.536,6047.0,0.42431,1.212,1.492,0.15,4.17,6.03
3.17241,TOI-4600 b,TOI-4600,82.6869,0.349,0.25,6.8,959.84178914,,347.0,3.3159,5170.0,-0.37675,0.89,0.81,0.16,4.57,2.3
3.89,Kepler-567 b,Kepler-567,16.54297375,0.1229,0.0,2.25,5.69,2.74,611.0,26.137,5148.0,-0.40926,0.84,0.79,0.0,4.57,4.68
3.14785,TOI-2019 b,TOI-2019,15.3444,0.128,0.0,5.33275337,34.4,1.25,917.46,126.052,5626.0,0.44075,1.1832,1.7457,0.409,4.025,6.4
3.1759,Kepler-24 b,Kepler-24,8.14,0.08045,0.023,2.348,11.14,4.686574,1050.0,252.246,6028.0,0.064,1.06,1.099,-0.0708,4.33,3.02
3.3663,Kepler-1415 b,Kepler-1415,0.63642408,0.01416,0.0,1.29,2.21,5.66,1846.0,2138.079,5267.0,-0.29708,0.89,0.84,0.12,4.54,4.17
3.12773,KIC 8121913 b,KIC 8121913,3.294601,,,13.4,667.4396547,1.52,,,5975.3,0.73994,1.456,2.233,0.252,3.896,
3.11575,HD 103774 b,HD 103774,5.8881,0.07,0.09,13.3,116.0,0.271,,,6489.0,0.544,1.335,1.581047,0.28,4.26,1.05
3.636,Kepler-161 b,Kepler-161,4.921355,0.054,0.0,2.12,2.63,0.45,868.0,123.4,5078.0,-0.44679,0.853,0.806,0.24,4.553,0.91
3.18727,OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,,3.4,,1.38,2.48,5.19,,,,,0.61,,,,
3.18676,GJ 1002 c,GJ 1002,21.202,0.0738,,1.1,1.36,5.61,181.7,0.257,3024.0,-2.85201,0.12,0.137,-0.25,5.1,
3.12532,TOI-1338 b,TOI-1338 A,95.4001,0.4607,0.0331,7.661,11.3,0.56,254.65,0.9938,5723.2,0.32898,1.0936,1.313,0.01,4.0,4.4
3.12011,GJ 3293 d,GJ 3293,48.1345,0.19394,0.12,2.67,7.6,2.19,,0.59,3466.0,-1.65758,0.42,0.404,0.02,4.78125,
3.11283,HD 40307 d,HD 40307,20.432,0.1321,0.07,3.04,9.5,1.86,541.0,,4956.0,-0.639,0.77,0.716684,-0.31,4.47,4.5
3.1893,Kepler-1670 b,Kepler-1670,20.4998,0.1528,0.0,3.3564801,11.2,1.63,731.0,67.67,5838.0,0.3828,1.05,1.51889,-0.08,4.0962,0.3
3.876,Kepler-662 b,Kepler-662,21.67697486,0.1408,0.0,2.18,5.39,2.86,530.0,23.824,4897.0,-0.35557,0.79,0.74,-0.03,4.6,3.63
3.10279,K2-225 b,K2-225,15.8723,0.1409,0.23,3.60929179,12.7,1.48,923.0,,5520.0,0.38202,1.482,1.7,0.486,4.148,0.0121
3.1253,TOI-1235 b,TOI-1235,3.444714,0.03845,0.049,1.69,6.69,7.25,775.0,60.3,3997.0,-1.05404,0.63,0.619,0.33,4.64,5.3
3.2962,Kepler-1308 b,Kepler-1308,2.104338119,0.025,0.0,0.52,0.0933,3.65,662.0,58.108,3468.0,-1.50254,0.35,0.34,-0.13,4.92,3.72
3.12541,OGLE-2017-BLG-0406L b,OGLE-2017-BLG-0406L,,3.5,,14.2,130.0,0.249,,,,,0.56,,,,
3.10916,47 UMa b,47 UMa,1078.0,2.1,0.032,13.2,804.08,1.92,,,5872.0,0.1978,1.06,1.21334,0.04,4.29541,6.48
3.11107,HD 142022 A b,HD 142022 A,1928.0,2.93,0.53,12.9,1433.40611557,3.67,,,5421.0,0.00432,0.9,1.04,0.19,4.35,7.0
3.1096,Kepler-24 c,Kepler-24,12.33,0.10612,0.014,2.514,9.99,3.418442,915.0,144.827,6028.0,0.064,1.06,1.099,-0.0708,4.33,3.02
3.3566,Kepler-404 c,Kepler-404,14.751166,0.118,0.0,1.72,3.61,3.9,678.0,33.153,5654.0,-0.33704,0.86,0.884,-0.03,4.543,1.35
3.2765,Kepler-1254 b,Kepler-1254,9.99113313,0.0833,0.0,1.55,3.02,4.46,660.0,33.978,4985.0,-0.57202,0.78,0.75,-0.1,4.59,5.62
3.11828,WASP-135 b,WASP-135,1.4013794,0.0243,0.0,14.5717,603.877,1.16,1403.66,917.4101,5675.0,-0.32573,0.98,0.96,0.02,4.47,0.6
3.13591,TOI-663 d,TOI-663,7.1027268,0.0576,,1.92,5.2,4.0,482.0,12.9,3681.0,-1.37033,0.514,0.512,0.07,4.7266,
3.11903,HATS-15 b,HATS-15,1.74748753,0.02712,0.126,12.385945,689.6911,1.97,1505.0,2201.3363,5311.0,-0.20412,0.871,0.922,0.0,4.449,11.0
3.1069,Kepler-754 b,Kepler-754,14.5596237,0.116,0.0,2.01,4.7,3.18,758.0,216.473,5935.0,0.41554,1.06,1.08,0.05,4.39,3.8
3.12845,HD 207897 b,HD 207897,16.20166,0.117,0.0,2.34302132,14.8,6.29,581.75,26.5,5106.0,-0.42136,0.8208,0.7827,-0.03,4.562,4.7
3.1324,Kepler-1667 b,Kepler-1667,83.5781,0.35905,0.0,2.98385261,9.19,1.9,655.0,9.3,5941.54,0.12316,1.09,1.08751,-0.2603,4.40263,4.7
3.12653,TOI-905 b,TOI-905,3.739494,0.04666,0.024,13.125739,211.99261,0.515,1192.0,337.0,5570.0,-0.13668,0.968,0.918,0.14,4.498,3.4
3.11275,HD 37124 d,HD 37124,1862.0,2.807,0.16,14.0,221.20968,0.443,,,5698.64,-0.11224,0.85,0.949168,-0.44,4.391203,4.0
3.9272,K2-198 d,K2-198,7.4500177,,,2.438,6.52,2.47,943.2,,5212.9,-0.40084,0.799,0.757,0.094,4.5962,
3.4951,Kepler-1468 d,Kepler-1468,19.59059906,0.1456,0.0,3.33187146,11.1,1.65,819.0,52.77,5794.0,0.53118,1.072,1.496,0.14,4.118,3.55
3.14767,TOI-2000 c,TOI-2000,9.127055,0.0878,0.063,8.14,81.7,0.829,1038.0,149.0,5611.0,0.05956,1.082,1.134,0.439,4.363,5.3
3.12676,TOI-1333 b,TOI-1333,4.720219,0.0626,0.073,15.647764,753.2571,1.08,1679.0,1112.85,6274.0,0.71349,1.464,1.925,0.119,4.034,2.33
3.11339,HD 75898 b,HD 75898,422.82,1.2025,0.105,13.2,810.46243785,1.94,,,6122.0,0.46,1.295,1.55,0.29,4.34,3.2
3.1437,Kepler-275 c,Kepler-275,16.088134,0.132,0.0,3.38,11.4,1.62,875.0,146.5,6165.0,0.44934,1.189,1.383,0.08,4.229,3.39
3.4923,Kepler-1459 b,Kepler-1459,62.8691611,0.2829,0.0,1.36,2.42,5.29,349.0,3.511,4828.0,-0.52327,0.78,0.74,0.01,4.61,3.89
3.19223,BD-210397 c,BD-210397,6240.0,5.9,0.43,12.9,1525.5763536,3.91,,0.0039,4051.0,-0.86967,0.69,0.747,0.12,4.67,4.0
3.913,Kepler-671 b,Kepler-671,4.280958588,0.0503,0.0,2.69,7.7,2.17,1012.0,331.438,5624.0,-0.08086,0.97,0.95,0.08,4.47,4.47
3.273,Kepler-519 b,Kepler-519,24.3078946,0.15932,0.0,2.1,5.06,3.0,532.0,19.87,5260.0,-0.33467,0.89,0.8,0.01,4.58,1.91
3.8918,K2-24 b,K2-24,20.88977,0.154,0.06,5.4,19.0,0.64,686.0,52.0,5625.0,0.15836,1.07,1.16,0.34,4.29,5.1
3.12305,HD 1397 b,HD 1397,11.53533,0.1097,0.251,11.500434,131.89945,0.477,1228.3,356.0,5521.0,0.65992,1.324,2.336,0.29,3.823,4.51
3.5194,Kepler-320 b,Kepler-320,8.371554,0.085,0.0,1.14,1.55,5.75,1292.0,280.559,6435.0,0.37419,1.072,1.108,-0.1228,4.419,2.14
3.12086,Ross 128 b,Ross 128,9.8658,0.0496,0.116,1.11,1.4,5.63,301.0,1.38,3192.0,-2.44129,0.168,0.1967,-0.02,5.04705,5.0
3.2068,Kepler-1769 b,Kepler-1769,89.1934967,0.40598,0.0,4.465,18.2,1.12,483.0,8.9,6071.0,0.21523,1.061,1.295,-0.06,4.239,1.02
3.762,Kepler-1726 b,Kepler-1726,18.39629936,0.12794,0.0,2.50861954,6.84,2.38,582.0,24.0,5316.0,-0.36975,0.876,0.804,0.0,4.57,2.51
3.11943,HD 42618 b,HD 42618,149.61,0.554,0.19,3.89,14.4,1.34,337.0,3.16,5727.0,-0.00877,1.015,0.999,-0.09,4.44,3.72
3.11467,WASP-3 b,WASP-3,1.84683,0.0315,0.0,15.91678,772.3269,0.89,2020.0,1845.3,6400.0,0.43416,1.62,1.44,0.0,4.25,2.1
3.1254,GJ 338 B b,GJ 338 B,24.422,0.142,0.109,3.25,10.6,1.7,391.0,,4014.0,-1.10127,0.64,0.58,-0.03,4.68,4.0
3.1277,KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L,,3.54,,13.3,705.57906354,1.65,,,,,0.65,,,,
3.12176,GJ 1132 c,GJ 1132,8.929,0.0476,0.27,1.43,2.64,4.96,300.0,,3270.0,-2.35853,0.181,0.2105,-0.17,5.037,5.0
3.976,Kepler-170 c,Kepler-170,16.665863,0.131,0.0,2.86,8.55,2.01,702.0,50.682,5679.0,-0.05453,1.066,1.035,0.39,4.445,1.58
3.9142,K2-183 c,K2-183,10.787992,0.0932,,2.3,5.9,2.66,787.0,,5482.0,-0.13179,0.942219,0.87,0.09,4.6,
3.3882,Kepler-1936 b,Kepler-1936,126.5569992,0.52662,0.0,3.16615594,10.2,1.77,524.0,9.4,6501.0,0.45627,1.419,1.854,0.1,4.054,2.57
3.1973,Kepler-1772 b,Kepler-1772,3.215090036,0.04391,0.0,2.68609988,7.68,2.18,1155.0,1485.0,5541.0,0.47201,0.942,0.934,0.12,4.472,7.94
3.12303,KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L,,0.342,,13.1,1043.0,2.55,,,,,0.087,,,,
3.11521,KELT-1 b,KELT-1,1.217514,0.02466,0.0099,12.442,8654.15,24.7,2361.0,5165.92,6516.0,0.545,1.335,1.471,0.052,4.228,
3.3598,Kepler-1396 b,Kepler-1396,18.2206421,0.1406,0.0,2.07,4.94,3.06,786.0,71.816,6195.0,0.20377,1.18,1.27,0.04,4.3,2.75
3.2387,Kepler-1165 c,Kepler-1165,29.96870041,0.1969,0.0,3.36093385,11.2,1.62,644.0,40.76,6249.0,0.55152,1.13,1.076,-0.04,4.428,0.3
3.17232,TOI-4582 b,TOI-4582,31.034,,0.51,10.53644186,168.44905571,0.791,614.66,33.7343,5190.0,0.612,1.34,2.5,0.17,3.77,
3.18446,NGTS-21 b,NGTS-21,1.5433897,0.0236,0.0,14.90794433,750.07504052,1.25,1357.0,,4660.0,-0.53854,0.72,0.86,-0.26,4.63,10.02
3.913,K2-330 b,K2-330,13.774798,,,2.77,8.1,2.09,969.0,114.929,6232.0,0.47702,1.23,1.5,-0.03,4.18,
3.586,Kepler-640 b,Kepler-640,22.24813967,0.15418,0.0,2.56,7.08,2.32,609.0,35.062,5653.0,-0.02367,1.01,0.94,0.15,4.5,2.09
3.5461,Kepler-1519 b,Kepler-1519,240.7989397,0.7655,0.0,7.06,39.6,0.618,342.0,3.944,5644.0,0.32617,0.94,0.91,-0.07,4.5,3.98
3.1528,TOI-2545 b,TOI-2545,7.994037,,,2.75,8.0,2.11,1022.99,258.8217,5846.29,0.21828,1.055,1.25324,-0.2729,4.26525,
3.2116,Kepler-1045 b,Kepler-1045,26.41045478,0.1616,0.0,2.69,7.7,2.17,512.0,19.127,5301.0,-0.33356,0.86,0.82,-0.03,4.55,4.47
3.3464,Kepler-338 d,Kepler-338,44.431014,0.257,0.03,3.0,9.27,1.89,680.0,53.556,5923.0,0.5857,1.105,1.735,-0.029,4.017,6.46
3.1706,Kepler-121 c,Kepler-121,41.008011,0.216,0.0,2.27,5.77,2.71,425.0,7.296,5311.0,-0.47396,0.859,0.701,-0.08,4.646,0.5
3.12127,K2-154 c,K2-154,7.95486,0.0677,,2.07,4.94,3.06,552.0,20.5,4097.0,-1.01773,0.65,0.63,0.21,4.65,
3.2916,Kepler-1862 b,Kepler-1862,16.05730057,0.1199,0.0,2.203,5.49,2.82,645.0,41.04,5644.0,-0.21515,0.9,0.806,-0.24,4.575,0.4
3.12516,HD 158259 c,HD 158259,3.432,,,2.23,5.6,2.77,,,5801.89,0.21233,1.08,1.21,,4.25132,
3.11044,HD 103197 b,HD 103197,47.84,0.25,0.0,5.83,28.6047,0.793,,,5250.0,-0.3279,0.8,0.88,0.22,4.45,9.1
3.11832,psi1 Dra B b,psi1 Dra B,3117.0,4.43,0.4,13.5,486.2799,1.09,,,6212.0,0.32579,1.19,1.255735,0.01,4.2,3.3
3.12026,KELT-9 b,KELT-9,1.4811235,0.03462,0.0,21.196219,915.3504,0.53,4050.0,44900.0,10170.0,1.72428,2.52,2.362,-0.03,4.093,0.3
3.3493,Kepler-262 b,Kepler-262,13.060855,0.108,0.0,1.36,2.42,5.29,734.0,50.169,5841.0,-0.13988,0.816,0.881,-0.3382,4.541,3.55
3.1144,WASP-11 b,WASP-11,3.72247,0.0435,0.0,12.44199,251.0857,0.632,992.0,184.988,4800.0,0.0,1.42,0.89,0.0,4.45,7.6
3.2167,Kepler-990 b,Kepler-990,9.91723428,0.08595,0.0,2.6,7.27,2.27,903.0,108.3,5948.0,-0.05003,1.05,1.08,0.01,4.39,3.55
3.184,Kepler-50 b,Kepler-50,7.81254,0.077,0.0,1.71,8.9,6.04982,1196.0,494.705,6225.0,0.53582,1.24,1.58,0.03,4.132,3.8
3.12202,K2-260 b,K2-260,2.62669762,0.04392,0.053,18.41635529,546.66486004,0.48,2090.0,2520.03,6860.0,0.78817,1.637,1.755,0.334,4.161,0.65
3.14952,TOI-2211.01,TOI-2211,3.092686757,0.04011,,1.561,3.06,4.42,1057.09,296.13,5253.0,-0.32094,0.9,0.834,,4.54958,
3.2438,Kepler-1821 b,Kepler-1821,16.45809937,0.1244,0.0,2.59248115,7.24,2.28,644.0,40.61,5475.0,-0.12374,0.946,0.884,0.14,4.521,0.4
3.5344,PH2 b,PH2,282.52542,0.833,0.215,9.33708092,87.08498352,0.58,295.1,1.2,5734.0,-0.05849,0.966,0.949,0.017,4.47,4.1
3.3538,Kepler-124 b,Kepler-124,3.410493,0.039,0.0,0.73,0.315,4.45,892.0,198.843,4984.0,-0.46737,0.706,0.636,-0.46,4.669,1.82
3.2598,Kepler-380 b,Kepler-380,3.930821,0.05,0.0,1.19,1.81,5.9,1317.0,808.093,6045.0,0.2776,0.99,1.224,-0.16,4.293,4.43
3.12223,WASP-144 b,WASP-144,2.2783152,0.0316,0.0,9.52765,139.8452,0.95,1260.0,775.8849,5200.0,-0.12928,0.81,0.81,0.18,4.53,8.71
3.2951,Kepler-1304 b,Kepler-1304,16.1288853,0.1202,0.0,2.29,5.86,2.68,715.0,61.87,5259.0,0.63938,0.85,0.81,-0.05,4.56,4.68
3.228,Kepler-1128 b,Kepler-1128,61.6178167,0.302,0.0,3.65,12.9,1.46,424.0,6.451,5543.0,-0.19585,0.94,0.91,0.04,4.5,4.57
3.571,Kepler-1537 b,Kepler-1537,1.444453798,0.0245,0.0,1.18,1.76,5.89,1800.0,713.168,5079.0,-0.42348,0.81,0.77,-0.08,4.58,5.01
3.12616,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,,3.64,,13.2,836.0,2.0,,,,,0.64,,,,
3.12299,HATS-70 b,HATS-70,1.8882378,0.03632,0.18,15.513256,4100.007,6.64,2730.0,9110.0,7930.0,1.07918,1.78,1.881,0.041,4.167,0.81
3.2775,Kepler-1259 b,Kepler-1259,0.663085258,0.0141,0.0,1.43,2.63,4.94,1681.0,2460.582,5053.0,-0.33296,0.8,0.77,-0.07,4.58,5.25
3.2191,Kepler-1043 b,Kepler-1043,38.5053398,0.2159,0.0,2.55,7.04,2.33,532.0,21.692,5629.0,-0.07309,0.92,0.9,-0.11,4.5,4.47
3.368,Kepler-156 c,Kepler-156,15.906801,0.117,0.0,2.55,7.04,2.33,588.0,28.642,5094.0,-0.43985,0.864,0.807,0.2535,4.552,3.39
3.3828,Kepler-368 c,Kepler-368,72.379334,0.36,0.0,3.88,14.3,1.35,575.0,28.681,5502.0,0.56235,1.165,2.019,0.03,3.903,6.46
3.283,Kepler-406 b,Kepler-406,2.42629,0.03599,0.0,1.43,6.35,11.82,1302.0,826.933,5538.0,0.0482,1.07,1.07,0.18,4.409,5.84
3.18378,HD 18143 b,HD 18143,10.2851,0.088,0.224,3.28,10.80616584,1.68,,,5078.0,-0.31953,0.85,0.87,0.28,4.51,9.4
3.3513,Kepler-286 e,Kepler-286,29.221289,0.176,0.0,1.77,3.78,3.75,539.0,20.6,5580.0,-0.11623,0.83,0.863,-0.25,4.495,2.75
3.11346,HD 82886 b,HD 82886,705.0,1.58,0.07,13.3,740.5439,1.73,,,4953.0,1.14301,2.53,5.26,-0.31,3.4,7.0
3.215,Kepler-479 b,Kepler-479,12.49341307,0.09636,0.0,2.12,5.14,2.96,649.0,37.753,5247.0,-0.40903,0.86,0.81,-0.02,4.56,4.27
3.10944,CoRoT-11 b,CoRoT-11,2.99433,0.0436,0.0,16.03,740.51,0.99,1657.0,1890.649,6440.0,0.37753,1.27,1.37,-0.03,4.22,2.0
3.3629,Kepler-1404 b,Kepler-1404,15.9314739,0.1143,0.0,2.01,4.7,3.18,596.0,39.001,5261.0,-0.37049,0.84,0.8,-0.09,4.56,4.57
3.3373,Kepler-1987 b,Kepler-1987,2.345863002,0.0318,0.0,1.23,2.04,6.02,997.0,233.38,4769.0,-0.61631,0.799,0.714,0.12,4.622,
3.20116,K2-99 c,K2-99,522.2,1.43,0.21,12.6,2669.7586188,7.33,390.0,,6069.0,0.89927,1.44,2.55,0.2,3.783,3.7
3.11129,HD 154857 b,HD 154857,408.60001,1.29,0.46,13.3,778.6835,1.82,,,5589.0,0.66269,1.96,2.3,-0.22,4.01,5.64
3.18713,OGLE-2019-BLG-0468L b,OGLE-2019-BLG-0468L,,3.29,,13.1,1090.15143601,2.66,,,,,0.92,,,,
3.44,Kepler-624 b,Kepler-624,14.58649607,0.11638,0.0,2.31,5.95,2.65,852.0,130.757,6117.0,0.29097,1.1,1.18,-0.06,4.33,3.72
3.5642,Kepler-1530 c,Kepler-1530,5.3227406,0.05744,0.0,1.65,3.36,4.11,1167.0,135.179,5477.0,-0.31086,0.92,0.88,0.03,4.52,4.27
3.5582,Kepler-1085 b,Kepler-1085,219.3217528,0.73361,0.0,7.22,41.2,0.602,313.0,2.055,6000.0,0.07867,1.11,1.14,0.08,4.37,3.39
3.11134,HD 156668 b,HD 156668,4.6455,0.05,0.0,1.87,4.15,3.49,,,4850.0,0.23,0.772,0.72,0.05,4.598,8.6
3.12545,TOI-1728 b,TOI-1728,3.49151,0.0391,0.057,5.05,26.78,1.14,767.0,57.78,3980.0,-1.05552,0.646,0.6243,0.25,4.657,7.1
3.981,Kepler-28 c,Kepler-28,8.99,0.07519,0.017,1.857,2.06,1.764357,509.0,35.898,4499.3,-0.74494,0.684,0.664,0.1451,4.62,1.91
3.19431,HD 108202 b,HD 108202,2990.0,3.7,0.52,13.1,953.485221,2.33,,,4556.03,-0.76721,0.74,0.66355,0.3048,4.65165,6.5
3.12589,K2-321 b,K2-321,2.2979749,0.02839,0.44,2.05124347,4.86,3.09,830.0,68.5516,3750.0,-1.20066,0.578,0.595,0.148,4.65,
3.2301,Kepler-1135 b,Kepler-1135,76.957857,0.3436,0.0,1.85,4.08,3.54,451.0,25.76,5656.0,0.43703,0.96,0.94,0.02,4.47,4.47
3.158,Kepler-14 b,Kepler-14,6.790123,0.0771,0.035,12.733,2669.66,7.1,1605.0,1029.51,6395.0,0.799,1.512,2.048,0.12,3.994,2.2
3.1246,Kepler-448 c,KOI-12,2500.0,4.2,0.65,12.0,6992.26,22.2,,,6635.0,0.62645,1.5,1.4,0.0815,4.308,1.45
3.5416,Kepler-1047 c,Kepler-1047,3.18897601,0.04413,0.0,0.99,0.937,5.31,1309.0,1323.065,5754.0,0.42359,1.08,1.13,0.29,4.37,4.47
3.19919,TOI-1294 c,TOI-1294,159.9,0.61,0.0,14.3,147.0,0.276,,,5718.0,0.36847,1.1578,1.5566,0.283,4.119,6.2
3.11261,HD 30856 b,HD 30856,847.0,1.85,0.061,13.5,491.68301,1.1,,,4895.0,0.99564,1.17,4.4,-0.06,3.2,3.8
3.569,Kepler-173 c,Kepler-173,8.005777,0.074,0.0,2.43,6.48,2.48,956.0,258.418,6031.0,0.07365,1.067,0.949,0.0357,4.404,3.3
3.11734,BD+49 828 b,BD+49 828,2590.0,4.2,0.35,13.5,508.5,1.14,,,4943.0,1.47,1.52,7.6,-0.19,2.85,2.34
3.18708,TOI-6038 A b,TOI-6038 A,5.8267311,0.069,,6.41,78.5,1.62,1439.0,716.0,6110.0,0.53275,1.291,1.648,0.124,4.118,3.65
3.11937,OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,2557.0,2.59,,10.7,80.0,0.359,,,,,0.41,,,,
3.14004,TOI-1117 b,TOI-1117,2.22816,0.033,0.0,2.46,8.9,3.3,1538.0,928.0,5635.0,-0.4437,0.97,1.05,0.136,4.41,4.42
3.2519,Kepler-106 b,Kepler-106,6.16486,0.06491,0.0,0.82,5.3,,1021.0,277.216,5858.0,0.08255,1.0,1.04,-0.12,4.407,4.83
3.19845,SPECULOOS-3 b,SPECULOOS-3,0.71912603,0.00733,,0.977,0.894,5.27,553.0,15.54,2800.0,-3.07831,0.1009,0.123,0.07,5.265,6.6
3.17119,TOI-4406 b,TOI-4406,30.08364,0.201,0.15,11.2089807,95.3485221,0.372,904.0,58.0054,6219.0,0.36173,1.19,1.29,0.1,4.29,2.9
3.4871,Kepler-1445 b,Kepler-1445,10.60052251,0.09587,0.0,0.96,0.84,5.22,987.0,248.548,6150.0,0.33963,1.13,1.26,-0.03,4.28,3.8
