objectid,pl_name,hostname,pl_orbper,pl_orbsmax,pl_orbeccen,pl_rade,pl_bmasse,pl_dens,pl_eqt,pl_insol,st_teff,st_lum,st_mass,st_rad,st_met,st_logg,st_age
3.245,Kepler-1080 b,Kepler-1080,77.2548396,0.3781,0.0,3.28,10.8,1.68,548.0,55.45,5956.0,0.86064,1.1,1.16,0.09,4.35,3.89
3.19,Kepler-507 b,Kepler-507,3.568096926,0.04781,0.0,1.3,5.69692195,14.828486,1407.0,877.327,6113.0,0.32648,1.16,1.32,0.06,4.26,3.8
3.18265,TOI-5704 b,TOI-5704,3.771116,,,3.2274,10.5,1.72,949.07,125.0643,4590.0,-0.63927,0.73,0.7575,0.428,4.543,
3.2683,Kepler-1228 b,Kepler-1228,0.577369579,0.01186,0.0,1.54,2.99,4.5,1757.0,1598.664,5063.0,-0.5546,0.78,0.74,-0.18,4.59,5.13
3.66,Kepler-121 b,Kepler-121,3.177422,0.039,0.0,2.34,6.08,2.61,997.0,220.489,5311.0,-0.47396,0.859,0.701,-0.08,4.646,0.5
3.2614,Kepler-1203 b,Kepler-1203,0.588000765,0.0114,0.0,1.06,1.2,5.54,1188.0,723.806,4105.0,-0.85362,0.64,0.61,0.01,4.67,3.47
3.20422,TOI-2076 e,TOI-2076,3.0223445,0.0385,,1.355,2.4,5.3,1138.0,,5192.0,-0.42285,0.8557,0.796,0.02,4.608,0.21
3.18431,TOI-5786 b,TOI-5786,12.779107,0.114,,8.54,73.0,0.64,1040.0,374.462,6235.0,0.39733,1.23,1.36,0.08,4.26,2.5
3.5093,Kepler-1501 b,Kepler-1501,14.5564533,0.11592,0.0,1.56,3.05,4.41,787.0,100.001,6229.0,0.20231,1.2,1.3,0.04,4.28,2.75
3.19688,HD 63433 d,HD 63433,4.209075,0.0503,0.16,1.073,1.25,5.56,1040.0,,5688.0,-0.12494,0.99,0.912,0.03,4.52,0.414
3.2822,Kepler-172 d,Kepler-172,14.627119,0.118,0.0,2.25,5.69,2.74,736.0,75.29,5526.0,-0.03187,1.081,1.085,0.39,4.375,2.69
3.18645,KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L,,1.62,,6.56,34.96112477,0.681,,,,,0.27,,,,
3.11876,TRAPPIST-1 b,TRAPPIST-1,1.510826,0.01154,0.00622,1.116,1.374,5.441939,397.6,4.153,2566.0,-3.25727,0.0898,0.1192,0.04,5.2396,0.5
3.2384,Kepler-1164 b,Kepler-1164,3.97599768,0.04635,0.0,1.12,1.46,5.71,936.0,181.205,5183.0,-0.39926,0.85,0.79,-0.03,4.57,3.63
3.20287,ZTF J1828+2308 b,ZTF J1828+2308,0.1120067,,,11.13051784,6356.56814,25.3,,,15900.0,-2.0,0.61,0.0131,,8.05,
3.2615,Kepler-1204 b,Kepler-1204,85.7350285,0.3877,0.0,3.05,9.53,1.85,448.0,7.021,5825.0,-0.05771,1.03,1.03,0.06,4.42,4.27
3.20439,TOI-1117 c,TOI-1117,4.579,0.0534,0.0,2.91,8.78,1.96,1210.0,355.0,5635.0,-0.4437,0.97,1.05,0.136,4.41,4.42
3.567,Kepler-705 b,Kepler-705,56.0560538,0.232,0.0,2.11,5.1,2.98,265.0,0.729,3722.0,-1.385,0.53,0.51,0.07,4.75,3.89
3.1182,Kepler-757 b,Kepler-757,1.022678821,0.019,0.0,1.36,2.42,5.29,1734.0,3345.453,6014.0,0.16044,1.08,1.13,0.02,4.37,3.31
3.19722,TOI-238 c,TOI-238,8.465651,0.0749,0.36,2.18,6.7,1.83,696.0,58.3,5059.0,-0.47083,0.79,0.733,-0.114,4.577,4.3
3.12742,GJ 720 A b,GJ 720 A,19.466,0.119,0.12,3.77,13.64,1.4,401.0,,3837.0,-1.217,0.57,0.56,-0.14,4.71,
3.3268,Kepler-716 c,Kepler-716,3.96999,0.04548,0.0,1.39281536,2.52,5.12,992.0,151.8,5012.0,-0.50424,0.83,0.742183,-0.06,4.61612,2.75
3.11491,HD 166724 b,HD 166724,5144.0,5.42,0.734,13.0,1207.7479466,3.02,,,5127.0,-0.509,0.81,0.797485,-0.09,4.43,4.0
3.2813,Kepler-1850 b,Kepler-1850,1.385800004,0.0206,0.0,0.72909663,0.313,4.44,1008.0,245.15,4239.0,-0.81005,0.611,0.6,-0.22,4.667,13.8
3.11088,HD 131496 b,HD 131496,896.0,2.01,0.181,13.4,572.094,1.31,,,4846.0,0.99123,1.34,4.44,0.25,3.18,2.7
3.5748,KOI-1783.02,KOI-1783,284.215,0.86695,0.0,5.44,15.0,0.51,321.0,2.49,5922.0,0.21302,1.076,1.143,0.11,4.3,0.2
3.11145,HD 163607 b,HD 163607,75.2203,0.362,0.7441,13.9,249.051588,0.51,,,5522.0,0.42,1.12,1.76,0.21,3.97,8.6
3.2841,Kepler-1858 b,Kepler-1858,88.07160187,0.3575,0.0,2.42168247,6.44,2.49,330.0,2.79,4939.0,-0.45269,0.785,0.819,0.16,4.506,0.7
3.365,Kepler-229 d,Kepler-229,41.194912,0.22,0.0,3.85,14.2,1.37,439.0,6.162,5120.0,-0.53795,0.808,0.728,0.06,4.633,2.04
3.12312,Gl 686 b,Gl 686,15.53,0.091,0.05,2.46,6.624,2.45,379.0,,3656.0,-1.53,0.426,0.427,-0.23,4.87,
3.12542,Kepler-160 d,Kepler-160,30.0,0.17,,,100.0,,,,5471.0,0.00432,1.003,1.118,0.2,4.47,6.03
3.11294,HD 44219 b,HD 44219,472.0,1.26,0.41,14.1,184.34047606,0.361,,,5752.0,0.26,1.2,1.32,0.03,4.21,8.4
3.145,Kepler-484 b,Kepler-484,10.045569313,0.09036,0.0,2.28,5.82,2.7,766.0,90.629,5668.0,-0.13505,0.96,0.87,-0.1,4.54,1.48
3.325,Kepler-142 c,Kepler-142,4.761702,0.057,0.0,2.86,8.55,2.01,1201.0,399.444,5790.0,0.10706,0.978,1.269,0.05,4.262,7.59
3.1133,HD 72659 b,HD 72659,3549.39854,4.691,0.257,13.2,949.67128012,2.27,,,5932.0,0.37397,1.09,1.46,0.0136,4.094401,6.5
3.155,KOI-13 b,KOI-13,1.763588,0.03641,0.00064,16.948008,2949.4624,3.6,2550.0,25339.901,7650.0,0.971,1.72,1.74,0.2,4.2,1.12
3.1014,Kepler-257 d,Kepler-257,24.664551,0.16,0.0,4.95,21.7,0.983,567.0,15.2,5180.0,-0.37756,0.916,1.037,0.4,4.36,1.48
3.19636,AU Mic d,AU Mic,12.73596,,0.00305,1.02,1.053,5.45,,,3678.0,-1.0381,0.51,0.744,0.23,4.404,0.0201
3.8928,K2-365 b,K2-365,23.448172,,,2.906,8.78,1.97,,,5561.0,-0.01377,0.823,1.051,-0.021,4.313,
3.12995,K2-376 b,K2-376,5.776475,,,1.736,3.66,3.84,,,5937.0,0.18908,0.908,1.149,-0.176,4.275,
3.734,Kepler-728 b,Kepler-728,5.743477265,0.0625,0.0,3.34,11.1,1.64,982.0,484.51,5660.0,0.22726,0.95,0.93,-0.03,4.49,4.07
3.18702,TOI-6029 b,TOI-6029,5.7987,,0.091,14.39233122,519.64944544,0.958,1484.0,806.794,6223.0,0.79934,1.548,2.338,0.37,3.886,2.31
3.782,Kepler-563 b,Kepler-563,22.18432708,0.1418,0.0,3.09,9.75,1.82,546.0,18.738,5066.0,-0.44389,0.8,0.77,-0.08,4.58,5.37
3.19438,KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L,,3.02,,10.9,82.63538582,0.351,,,,,0.63,,,,
3.31,Kepler-221 d,Kepler-221,10.04156,0.087,0.0,2.73,3.61,0.9,712.0,56.293,5243.0,-0.40429,0.854,0.821,0.0616,4.543,1.78
3.12108,K2-138 c,K2-138,3.56004,0.04461,0.045,2.299,6.31,2.8,1012.0,279.0,5356.3,-0.28654,0.935,0.863,0.14,4.54,2.8
3.946,Kepler-595 b,Kepler-595,25.3029092,0.1582,0.0,3.708,17.4,1.23,535.0,17.382,5138.5,-0.34768,0.93,0.821,0.406,4.54,2.7
3.15303,TOI-2570 b,TOI-2570,2.9887615,0.04145,0.0,13.64132951,260.61929374,0.563,1431.0,699.0,5771.0,0.07882,1.063,1.095,0.191,4.385,4.4
3.496,Kepler-296 f,Kepler-296,63.33627,0.255,0.33,1.8,3.89,3.2,274.0,0.62,3740.0,-1.50864,0.498,0.48,-0.08,4.774,4.2
3.452,Kepler-629 b,Kepler-629,7.2385854,0.07107,0.0,1.38,2.48,5.19,816.0,103.147,5444.0,-0.28344,0.93,0.84,0.01,4.55,1.91
3.11163,HD 173416 b,HD 173416,322.03,1.158,0.208,13.4,585.12209729,1.34,,,4683.0,1.892,2.0,13.5,-0.22,2.48,1.73
3.335,Kepler-534 b,Kepler-534,15.95994513,0.1272,0.0,2.24,5.65,2.76,721.0,63.95,5884.0,0.14739,1.05,0.98,0.01,4.48,1.58
3.1814,Kepler-11 b,Kepler-11,10.3039,0.091,0.045,1.8,1.9,1.72,849.0,146.36,5663.0,0.1202,0.961,1.065,0.05,4.366,8.5
3.19635,TOI-1736 c,TOI-1736,571.25,1.37,0.3685,12.5,2800.0,7.88,249.0,0.9,5636.0,0.27068,1.0373,1.4286,0.148,4.142,9.2
3.1117,HD 179949 b,HD 179949,3.092514,0.0443,0.022,13.9,291.12,0.596,,,6168.0,0.30146,1.21,1.266865,0.137,4.341,2.56
3.11395,kap CrB b,kap CrB,1253.68,2.5,0.04,13.4,591.1638,1.35,,,4840.0,1.03583,1.33,4.68,0.09,3.2,3.42
3.3123,Kepler-1353 b,Kepler-1353,24.7543966,0.153,0.0,1.8,3.89,3.67,491.0,10.767,4776.0,-0.6146,0.76,0.72,-0.06,4.61,4.68
3.794,Kepler-652 b,Kepler-652,4.182002531,0.04958,0.0,2.49,6.76,2.41,974.0,211.884,5490.0,-0.27008,0.97,0.88,0.17,4.54,1.48
3.11437,USco CTIO 108 b,USco CTIO 108,,670.0,,12.3,4449.62,13.1,,,2700.0,-1.95,0.06,0.345365,,4.87851,0.003
3.13473,TOI-512 b,TOI-512,7.18886,,0.02,1.54,3.57,5.623888,1009.0,127.0,5277.0,-0.25696,0.74,0.89,-0.11,4.35,8.235
3.4072,Kepler-386 b,Kepler-386,12.31043,0.096,0.0,1.39,2.51,5.14,651.0,43.262,5178.0,-0.40199,0.825,0.767,0.07,4.558,9.9
3.19851,NGTS-26 b,NGTS-26,4.5199279,0.049,0.0,14.88552637,92.80589484,0.153,1331.0,523.0,5550.0,0.10106,0.96,1.16,0.2,4.1,11.5
3.2819,Kepler-1270 b,Kepler-1270,6.03356196,0.07045,0.0,3.32,11.0,1.65,1598.0,1217.395,5047.0,0.71321,1.28,3.38,-0.02,3.49,4.37
3.5095,Kepler-1502 b,Kepler-1502,41.7083629,0.2482,0.0,3.18,10.2,1.74,608.0,77.324,6666.0,0.74202,1.44,1.72,0.05,4.13,1.7
3.3179,Kepler-1370 b,Kepler-1370,20.2641684,0.15763,0.0,1.84,4.04,3.56,770.0,132.587,6202.0,0.45795,1.19,1.29,0.05,4.29,2.88
3.11995,HD 106315 c,HD 106315,21.05704,0.1536,0.22,4.35,15.2,1.01,886.0,97.0,6327.0,0.39454,1.091,1.296,-0.311,4.252,4.48
3.977,Kepler-172 c,Kepler-172,6.388996,0.068,0.0,2.86,8.55,2.01,970.0,227.225,5526.0,-0.03187,1.081,1.085,0.39,4.375,2.69
3.3736,Kepler-1429 b,Kepler-1429,4.48487493,0.055,0.0,1.29,2.21,5.66,1199.0,551.156,5902.0,0.13795,1.05,1.07,0.04,4.4,4.17
3.3893,Kepler-1548 b,Kepler-1548,124.828679,0.4679,0.0,2.64,7.46,2.23,350.0,1.933,5706.0,-0.30667,0.99,0.97,0.05,4.46,4.37
3.11693,Kepler-419 c,Kepler-419,675.47,1.68,0.184,12.6,2320.1,6.37,,,6430.0,0.7268,1.39,1.74,0.176,4.1,2.14
3.11315,HD 60532 c,HD 60532,600.1,1.6,0.03,13.3,797.7533,1.86,,,6245.0,1.00089,1.5,2.57,-0.26,3.8,2.8
3.12399,WASP-166 b,WASP-166,5.44354,0.0641,0.0,7.06167,32.10083,0.54,1270.0,440.0,6050.0,0.2826,1.19,1.22,0.19,4.34,2.1
3.2844,Kepler-175 c,Kepler-175,34.035257,0.213,0.0,3.1,9.8,1.81,583.0,31.95,6064.0,0.19402,0.969,1.01,0.04,4.472,3.39
3.1222,K2-266 d,K2-266,14.697,0.1035,0.047,2.93,8.9,2.03,538.3,13.95,4285.0,-0.82333,0.686,0.703,-0.12,4.581,
3.11916,OGLE-2015-BLG-0954L b,OGLE-2015-BLG-0954L,,1.6,,13.1,1100.0,2.69,,,,,0.3,,,,
3.18644,KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L,,2.92,,12.8,1754.41280664,4.6,,,,,0.56,,,,
3.18468,KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L,,2.89,,13.6,120.77479466,0.264,,,,,0.57,,,,
3.11723,HD 75784 b,HD 75784,341.2,1.032,0.097,13.8,317.83,0.665,,,4867.0,0.756,1.26,3.4,0.25,3.46,4.0
3.2171,Kepler-1022 b,Kepler-1022,10.99469878,0.0805,0.0,2.36,6.17,2.58,512.0,19.258,4445.0,-0.85831,0.71,0.68,0.06,4.64,3.63
3.3558,Kepler-1321 d,Kepler-1321,5.720920086,0.0501,0.0,2.62843782,7.41,2.24,509.0,15.84,3640.0,-0.8624,0.513,0.503,0.21,4.744,6.26
3.11716,WASP-84 b,WASP-84,8.52349648,0.0778,0.0,10.72,220.0,0.98,732.0,34.6952,5280.0,-0.325,0.853,0.768,0.0,4.598,2.1
3.2873,Kepler-1861 b,Kepler-1861,40.0306015,0.24082,0.0,2.20677414,5.5,2.81,617.0,31.5,5855.0,0.30017,1.161,1.373,0.26,4.227,4.57
3.82,Kepler-433 b,Kepler-433,5.33408384,0.0679,0.119,16.25,896.24,1.13,1776.0,1682.66,6360.0,0.88,1.46,2.26,-0.01,3.892,2.67
3.1514,Kepler-886 b,Kepler-886,6.24146367,0.06428,0.0,1.52,2.92,4.57,1111.0,231.432,6098.0,0.04165,1.1,1.16,-0.01,4.35,3.39
3.3067,Kepler-1340 b,Kepler-1340,0.665026916,0.01523,0.0,1.55,3.02,4.46,2174.0,4793.001,6331.0,0.08683,1.27,1.42,0.07,4.24,2.4
3.1266,HD 110113 c,HD 110113,6.744,0.068,0.045,2.11384817,10.5,6.11,990.0,199.9,5732.0,-0.03235,0.997,0.968,0.14,4.46,4.0
3.3819,Kepler-220 b,Kepler-220,4.159807,0.046,0.0,0.81,0.457,4.73,759.0,105.001,4632.0,-0.67594,0.729,0.666,-0.1738,4.652,6.0
3.3548,Kepler-398 d,Kepler-398,6.83437001,0.0618,0.0,0.88,0.615,4.96,636.0,40.831,4557.0,-0.81101,0.72,0.67,-0.06,4.64,2.34
3.2012,TOI-2295 c,TOI-2295,966.5,2.018,0.194,12.8,1783.01736327,4.67,234.9,,5730.0,0.31387,1.168,1.459,0.316,4.176,10.5
3.1359,TOI-663 c,TOI-663,4.6955507,0.0437,,2.26,3.65,1.73,553.0,22.3,3681.0,-1.37033,0.514,0.512,0.07,4.7266,
3.11375,HD 99706 b,HD 99706,841.0,1.98,0.25,13.7,390.9309,0.835,,,4862.0,1.18752,1.46,5.52,0.14,3.09,2.1
3.4986,Kepler-1472 b,Kepler-1472,38.1312831,0.2322,0.0,1.9,4.27,3.42,613.0,57.079,6159.0,0.42003,1.16,1.25,0.03,4.31,3.09
3.171,Kepler-133 b,Kepler-133,8.129976,0.083,0.0,1.76,3.75,3.78,1041.0,408.58,5736.0,0.4105,1.02,1.425,0.282,4.186,6.03
3.12006,GJ 3138 d,GJ 3138,257.8,0.698,0.32,3.23,10.5,1.71,,0.1,3717.0,-1.34679,0.681,0.5,-0.3,4.62872,
3.3512,Kepler-283 c,Kepler-283,92.743711,0.341,0.0,1.82,3.97,3.62,240.0,0.949,4351.0,-0.98297,0.596,0.566,-0.17,4.721,3.09
3.13053,TOI-1064 c,TOI-1064,12.226574,0.09429,0.088,2.651,2.5,0.771906,634.0,26.8,4734.0,-0.62342,0.748,0.726,0.05,4.6,9.4
3.436,Kepler-444 b,Kepler-444,3.6001053,0.04178,0.16,0.403,0.0374,3.14,938.0,225.735,5046.0,-0.42455,0.758,0.752,-0.55,4.5625,11.23
3.11672,WASP-101 b,WASP-101,3.58572,0.05057,0.0,16.02887,162.0933,0.24,1560.0,1089.171,6380.0,0.42052,1.41,1.31,0.2,4.31,1.14
3.475,Kepler-631 b,Kepler-631,17.97979059,0.14017,0.0,2.9,8.75,1.97,828.0,94.137,6185.0,0.38915,1.24,1.33,0.23,4.28,2.51
3.246,Kepler-1086 b,Kepler-1086,18.78425728,0.1198,0.0,2.44,6.53,2.47,433.0,9.157,4350.0,-0.85997,0.7,0.66,0.06,4.65,2.88
3.2216,Kepler-998 b,Kepler-998,5.65377733,0.0626,0.0,2.32,5.99,2.64,1020.0,409.917,6058.0,0.1929,1.12,1.18,0.07,4.34,3.31
3.1162,PSR J1719-1438 b,PSR J1719-1438,0.090706293,0.0044,0.06,,382.8,23.0,,,4500.0,,1.4,,,,12.5
3.12515,HD 158259 b,HD 158259,2.178,,,1.28228,2.22,6.12,1462.0,759.183,5801.89,0.21233,1.08,1.21,,4.25132,
3.1171,KIC 10001893 b,KIC 10001893,0.2197,,,,,,,,27500.0,1.43069,0.47,0.18,-0.093,5.35,
3.1208,KELT-20 b,KELT-20,3.4741085,0.0542,0.0,19.514869,1074.90106,0.806,2262.0,4362.5,8720.0,1.1038,1.76,1.565,-0.29,4.29,0.6
3.12297,HD 20781 e,HD 20781,85.5073,0.3374,0.06,3.83,14.03,1.37,,,5256.0,-0.3098,0.7,0.833609,-0.11,4.37,
3.2223,Kepler-1023 b,Kepler-1023,62.1387714,0.30284,0.0,2.63,7.41,2.24,524.0,6.978,5494.0,-0.1926,0.93,0.89,0.05,4.51,4.47
3.997,Kepler-62 b,Kepler-62,5.714932,0.0553,0.0,1.31,9.0,,750.0,80.326,4925.0,-0.678,0.69,0.64,-0.37,4.68,7.0
3.19,Kepler-104 c,Kepler-104,23.668205,0.153,0.0,3.13,7.14430805,2.994855,668.0,45.438,5711.0,0.08926,0.818,1.349,-0.42,4.105,13.18
3.214,Kepler-987 b,Kepler-987,105.3033148,0.4238,0.0,3.26,10.7,1.7,351.0,3.853,5637.0,-0.14468,0.97,0.91,0.01,4.51,2.45
3.402,Kepler-576 b,Kepler-576,29.91136794,0.179,0.0,3.27,10.7,1.68,541.0,16.817,5672.0,-0.21068,0.99,0.97,0.09,4.46,4.47
3.4038,Kepler-385 d,Kepler-385,56.4159,0.2872,0.0,2.6186448,7.36,2.25,535.0,15.0,5829.0,0.14374,1.05,1.157,0.01,4.33259,3.31
3.18799,TOI-1338 c,TOI-1338 A,215.79,0.794,0.037,10.3,75.4,0.379,,,5723.2,0.32898,1.0936,1.313,0.01,4.0,4.4
3.2249,Kepler-1115 b,Kepler-1115,23.5540725,0.2134,0.0,1.7,3.53,3.95,1381.0,516.101,8480.0,1.25385,1.6,1.73,-0.51,4.17,1.12
3.10328,K2-344 b,K2-344,3.35585,,,1.59,3.15,4.31,722.0,37.2966,4374.0,-1.22508,0.51,0.49,-0.95,4.76,
3.5489,KIC 5437945 b,KIC 5437945,440.7813,1.19671,0.0,6.4,33.6,0.704,308.0,2.9,6340.0,0.64137,1.07,1.24,-0.38,4.16,5.01
3.20295,Gl 410 b,Gl 410,6.02,0.0531,,2.83,8.4,2.04,,,3842.0,-1.239,0.55,0.543,0.05,4.87,0.48
3.4172,Kepler-1859 c,Kepler-1859,3.59645081,0.0473,0.0,1.66,3.39,4.07,1327.0,732.82,5887.0,0.15429,1.09,1.235,0.16,4.292,2.5
3.12591,K2-323 b,K2-323,24.93,0.1275,,2.1,5.06,3.0,318.0,,3710.0,-1.3393,0.478,0.549,,4.63,
3.12763,HD 95544 b,HD 95544,2041.54152,3.166,0.049,12.8,1913.64483855,5.01,156.5,0.1,5722.0,0.47797,1.01,1.088,0.11,4.07,
3.11091,HD 132406 b,HD 132406,908.0,1.98,0.25,12.8,1887.90073758,4.95,,,5766.0,0.25996,0.973,1.34,0.1293,4.19,7.187
3.19942,HD 21520 b,HD 21520,25.1292,0.1726,0.0,2.697,17.7,1.35,637.0,,5871.0,0.06595,1.09,1.044,0.049,4.42,5.3
3.18231,TOI-5688 A b,TOI-5688 A,2.94815527,0.03379,0.128,10.3,124.0,0.61,742.0,50.3,3713.0,-1.22841,0.6,0.57,0.47,4.69,7.2
3.2612,Kepler-1201 b,Kepler-1201,15.18725932,0.1183,0.0,2.29,5.86,2.68,789.0,89.431,6177.0,0.04424,1.15,1.24,0.03,4.32,2.95
3.2299,Kepler-370 c,Kepler-370,19.02293,0.14,0.0,1.91,4.31,3.4,647.0,54.197,5852.0,0.00609,0.982,0.9,0.1323,4.531,6.03
3.20471,HD 28471 c,HD 28471,6.1245,0.065,0.088,2.26,5.72,2.72,1066.0,,5766.0,0.06167,0.98,1.08,-0.04,4.38,6.56
3.4054,Kepler-1570 b,Kepler-1570,26.548955,0.16699,0.0,1.07,1.24,5.56,836.0,76.457,5550.0,0.41425,0.92,0.89,-0.04,4.5,4.17
3.17268,TOI-4641 b,TOI-4641,22.09341,0.173,0.074,8.18255591,1229.99593509,,950.11,192.5802,6560.0,0.69461,1.41,1.72,-0.09,4.11,2.69
3.11635,HD 159243 c,HD 159243,248.4,0.8,0.075,13.4,603.9,1.38,,,6123.0,0.114,1.125,1.12,0.05,4.55,1.25
3.12638,WASP-107 c,WASP-107,1088.0,,0.28,13.2,115.0,0.275,,,4425.0,-0.87943,0.683,0.67,0.02,4.633,3.4
3.76,Kepler-49 b,Kepler-49,7.2,0.05929,0.0,2.579,9.77,3.082111,509.0,21.481,4095.6,-1.13077,0.607,0.618,0.03,4.68,2.88
3.771,Kepler-33 d,Kepler-33,21.77596,0.1662,0.0,5.35,3.91,0.25,853.0,123.691,5904.0,0.556,1.291,1.82,0.025,4.027,4.27
3.1,Kepler-257 b,Kepler-257,2.382667,0.034,0.0,2.61,7.32,2.26,1237.0,343.6,5180.0,-0.37756,0.916,1.037,0.4,4.36,1.48
3.138,Kepler-115 c,Kepler-115,8.990889,0.087,0.0,2.6,7.27,2.27,960.0,209.101,5979.0,0.22007,1.042,1.205,-0.0499,4.306,4.17
3.11592,ome Ser b,ome Ser,278.59,0.838,0.18,14.0,233.92170755,0.468,,,4724.0,1.73384,1.01,10.99,-0.12,2.37,
3.11543,WASP-61 b,WASP-61,3.8559,0.0521,0.0,15.80469,851.7844,1.423,1624.4,1062.0298,6250.0,0.42541,1.82,1.55,-0.1,4.26,2.7
3.49,Kepler-79 b,Kepler-79,13.4845,0.117,0.015,3.47,10.9,1.43,929.0,205.404,6174.0,0.342,1.165,1.302,-0.0731,4.274,3.44
3.1224,Kepler-777 b,Kepler-777,5.72812599,0.0519,0.0,1.47,2.76,4.77,569.0,33.953,4043.0,-0.96766,0.58,0.56,-0.17,4.71,3.16
3.867,Kepler-165 b,Kepler-165,8.180848,0.072,0.0,2.32,5.99,2.64,716.0,59.799,5211.0,-0.4723,0.746,0.77,-0.25,4.542,10.5
3.1742,Kepler-232 c,Kepler-232,11.379349,0.101,0.0,3.83,14.0,1.37,806.0,116.524,5847.0,0.05183,0.97,0.968,0.03,4.495,1.4
3.18402,HD 80883 b,HD 80883,6383.78352,6.462,0.203,12.8,1748.0562385,4.58,,,5177.91,-0.36654,0.88,0.814842,-0.2638,4.5604,
3.1308,KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L,,3.14,,1.49,2.81,4.67,,,,,0.8,,,,
3.12775,KIC 5479689 b,KIC 5479689,1.701531,,,14.2,158.9142035,0.305,,,5459.1,-0.20099,0.966,0.894,0.161,4.52,
3.12615,KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L,,2.63,,13.0,1250.0,3.13,,,,,0.5,,,,
3.10954,CoRoT-2 b,CoRoT-2,1.7429935,0.02798,0.0143,16.432,1102.82,1.47,1521.0,932.9076,5625.0,-0.13055,0.96,0.906,0.04,4.53,2.7
3.11717,TYC 1422-614-1 b,TYC 1422-614-1,198.4,0.69,0.06,13.3,794.5,1.86,,,4806.0,1.35,1.15,6.85,-0.2,2.85,5.89
3.14887,TOI-2120 b,TOI-2120,5.7998164,0.0377,0.32,2.122,6.8,20.6,384.0,3.61,3131.0,-2.28651,0.211,0.245,0.39,4.985,
3.5112,Kepler-1505 b,Kepler-1505,30.8609366,0.18298,0.0,0.93,0.749,5.12,525.0,36.121,5686.0,0.14944,0.93,0.86,-0.18,4.54,1.7
3.3285,Kepler-265 b,Kepler-265,6.846262,0.069,0.0,1.86,4.12,3.52,1022.0,220.328,5835.0,0.00548,0.97,1.103,-0.11,4.326,0.28
3.18728,KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,,3.1,,2.99,9.2,1.89,,,,,0.7,,,,
3.2773,Kepler-1257 b,Kepler-1257,2.668313762,0.0376,0.0,1.52,2.92,4.57,1252.0,546.908,5502.0,-0.13622,0.9,0.87,-0.09,4.52,4.37
3.16719,TOI-4010 c,TOI-4010,5.414654,0.058,0.03,5.93,20.31,0.5,907.0,112.0,4960.0,-0.3996,0.88,0.83,0.37,4.54,6.1
3.20426,HD 94890 c,HD 94890,2492.19,4.33,0.05,12.5,2831.85110637,7.97,,,4867.0,1.7635,1.74,10.71,-0.02,2.6,
3.5216,Kepler-967 c,Kepler-967,198.7112502,0.6253,0.0,3.65,12.9,1.46,258.0,1.05,5178.0,-0.71759,0.84,0.8,-0.03,4.56,5.89
3.95,Kepler-100 c,Kepler-100,12.8159,0.11061,0.02,2.2,7.05,1.721102,939.0,208.657,5825.0,0.39445,1.08,1.49,0.02,4.125,6.46
3.12096,K2-18 c,K2-18,8.962,0.06,0.47,2.65,7.51,2.22,363.0,,3457.0,-1.59688,0.359,0.411,0.09,4.7864,
3.8982,K2-62 c,K2-62,16.19697,0.1148,,1.99,4.62,3.22,495.0,14.3,4455.0,-0.72658,0.67,0.696,-0.1,4.57,
3.12556,TOI-700 b,TOI-700,9.977219,0.0677,0.075,0.914,0.704,5.07,417.0,4.98,3459.0,-1.64016,0.415,0.421,-0.07,4.809,1.5
3.19379,MWC 758 c,MWC 758,,100.0,,,,,500.0,,7314.0,1.01963,1.5,2.01446,,4.04855,0.0035
3.11045,HD 104067 b,HD 104067,55.851,0.2674,0.123,9.2,62.1,0.438,,,4952.0,-0.51256,0.82,0.78,0.11,4.56,4.33
3.2776,Kepler-1260 b,Kepler-1260,19.1187753,0.1444,0.0,1.77,3.78,3.75,823.0,171.926,5961.0,0.52565,1.06,1.08,0.01,4.39,3.8
3.11931,WASP-92 b,WASP-92,2.1746742,0.0348,0.0,16.376349,255.85315,0.346,1871.0,1622.2528,6280.0,0.27461,1.19,1.341,0.0,4.259,2.29
3.9327,K2-377 b,K2-377,12.832235,,,1.693,3.51,3.97,,,4200.0,-0.81809,0.821,0.691,-0.008,4.673,
3.345,Kepler-11 f,Kepler-11,46.6888,0.25,0.013,2.49,2.0,0.69,513.0,19.53,5663.0,0.1202,0.961,1.065,0.05,4.366,8.5
3.4368,Kepler-1960 b,Kepler-1960,2.297940016,0.0354,0.0,1.30749704,2.26,5.56,1547.0,1352.14,6371.0,0.27069,1.117,1.072,-0.18,4.426,
3.3423,Kepler-949 c,Kepler-949,20.99757968,0.1394,0.0,2.97,9.11,1.91,582.0,27.2,5211.0,-0.44164,0.817,0.895,0.08,4.447,1.74
3.12039,tau Cet g,tau Cet,20.0,0.133,0.06,1.18,1.75,5.85,,,5310.0,-0.30539,0.783,0.83,-0.52,4.52,12.12
3.2763,Kepler-1252 b,Kepler-1252,15.0540329,0.1078,0.0,1.67,3.43,4.05,665.0,57.579,5949.0,-0.12958,1.06,1.09,0.03,4.38,3.89
